date,slot_index,source_endpoint_label,natural_interval,template_interval_label,price_yuan_per_kwh,actual_load_kw,actual_pv_kw,actual_net_kwh,load_forecast_kw,pv_forecast_kw,baseline_net_kwh,plan_purchase_kwh,charge_kwh,discharge_kwh,soc_start_kwh,soc_end_kwh,emergency_kwh,spill_kwh
2025-06-24,139,23:20:00,23:10-23:20,23:20-23:30,0.4240000000,4282.8984000000,0.0000000000,713.8164000000,4254.6239500000,0.0000000000,709.1039916667,788.4424450000,0.0000000000,0.0000000000,4950.0000000000,4950.0000000000,0.0000000000,74.6260450000
2025-06-24,140,23:30:00,23:20-23:30,23:30-23:40,0.4220000000,4396.6500000000,0.0000000000,732.7750000000,4110.2990000000,0.0000000000,685.0498333333,1595.8988333333,833.3333333333,0.0000000000,4950.0000000000,5700.0000000000,0.0000000000,29.7905000000
2025-06-24,141,23:40:00,23:30-23:40,23:40-23:50,0.4240000000,3931.3624000000,0.0000000000,655.2270666667,4027.0375200000,0.0000000000,671.1729200000,1080.9138600000,333.3333333333,0.0000000000,5700.0000000000,6000.0000000000,0.0000000000,92.3534600000
2025-06-24,142,23:50:00,23:40-23:50,23:50-0:00+1,0.4271000000,3865.1328000000,0.0000000000,644.1888000000,4044.3978700000,0.0000000000,674.0663116667,738.2320016667,0.0000000000,0.0000000000,6000.0000000000,6000.0000000000,0.0000000000,94.0432016667
2025-06-24,143,0:00+1,23:50-24:00,0:00-0:10+1,0.4276000000,4215.0000000000,0.0000000000,702.5000000000,4058.3210000000,0.0000000000,676.3868333333,753.7191666667,0.0000000000,0.0000000000,6000.0000000000,6000.0000000000,0.0000000000,51.2191666667
2025-06-25,0,00:10:00,0:00-0:10,0:10-0:20,0.4248000000,4049.8387000000,0.0000000000,674.9731166667,3967.0723400000,0.0000000000,661.1787233333,1573.6004866667,833.3333333333,0.0000000000,6000.0000000000,6750.0000000000,0.0000000000,65.2940366667
2025-06-25,1,00:20:00,0:10-0:20,0:20-0:30,0.4245000000,3890.6925000000,0.0000000000,648.4487500000,4015.8950900000,0.0000000000,669.3158483333,1579.3632016667,833.3333333333,0.0000000000,6750.0000000000,7500.0000000000,0.0000000000,97.5811183333
2025-06-25,2,00:30:00,0:20-0:30,0:30-0:40,0.4269000000,3972.7200000000,0.0000000000,662.1200000000,4143.8340000000,0.0000000000,690.6390000000,1607.0088333333,833.3333333333,0.0000000000,7500.0000000000,8250.0000000000,0.0000000000,111.5555000000
2025-06-25,3,00:40:00,0:30-0:40,0:40-0:50,0.4272000000,3972.8983000000,0.0000000000,662.1497166667,4027.6129300000,0.0000000000,671.2688216667,1564.6902350000,833.3333333333,0.0000000000,8250.0000000000,9000.0000000000,0.0000000000,69.2071850000
2025-06-25,4,00:50:00,0:40-0:50,0:50-1:00,0.4271000000,3980.6378000000,0.0000000000,663.4396333333,3864.3188000000,0.0000000000,644.0531333333,1549.7663216667,833.3333333333,0.0000000000,9000.0000000000,9750.0000000000,0.0000000000,52.9933550000
2025-06-25,5,01:00:00,0:50-1:00,1:00-1:10,0.4285000000,4002.2400000000,0.0000000000,667.0400000000,3848.3540000000,0.0000000000,641.3923333333,711.9726666667,0.0000000000,0.0000000000,9750.0000000000,9750.0000000000,0.0000000000,44.9326666667
2025-06-25,6,01:10:00,1:00-1:10,1:10-1:20,0.4311000000,3905.7314000000,0.0000000000,650.9552333333,3988.6630900000,0.0000000000,664.7771816667,736.7977400000,0.0000000000,0.0000000000,9750.0000000000,9750.0000000000,0.0000000000,85.8425066667
2025-06-25,7,01:20:00,1:10-1:20,1:20-1:30,0.4302000000,3780.2248000000,0.0000000000,630.0374666667,4103.8782600000,0.0000000000,683.9797100000,749.2753316667,0.0000000000,0.0000000000,9750.0000000000,9750.0000000000,0.0000000000,119.2378650000
2025-06-25,8,01:30:00,1:20-1:30,1:30-1:40,0.4279000000,3775.7500000000,0.0000000000,629.2916666667,4037.1690000000,0.0000000000,672.8615000000,1063.3798333333,333.3333333333,0.0000000000,9750.0000000000,10050.0000000000,0.0000000000,100.7548333333
2025-06-25,9,01:40:00,1:30-1:40,1:40-1:50,0.4312000000,3934.8949000000,0.0000000000,655.8158166667,3807.6453900000,0.0000000000,634.6075650000,689.9059250000,0.0000000000,0.0000000000,10050.0000000000,10050.0000000000,0.0000000000,34.0901083333
2025-06-25,10,01:50:00,1:40-1:50,1:50-2:00,0.4333000000,3880.3137000000,0.0000000000,646.7189500000,3830.6374300000,0.0000000000,638.4395716667,694.3906316667,0.0000000000,0.0000000000,10050.0000000000,10050.0000000000,0.0000000000,47.6716816667
2025-06-25,11,02:00:00,1:50-2:00,2:00-2:10,0.4311000000,3673.5700000000,0.0000000000,612.2616666667,4048.5720000000,0.0000000000,674.7620000000,729.7701666667,0.0000000000,0.0000000000,10050.0000000000,10050.0000000000,0.0000000000,117.5085000000
2025-06-25,12,02:10:00,2:00-2:10,2:10-2:20,0.4293000000,3730.2081000000,0.0000000000,621.7013500000,3995.8618500000,0.0000000000,665.9769750000,709.2478900000,0.0000000000,0.0000000000,10050.0000000000,10050.0000000000,0.0000000000,87.5465400000
2025-06-25,13,02:20:00,2:10-2:20,2:20-2:30,0.4324000000,3727.6358000000,0.0000000000,621.2726333333,3851.6886300000,0.0000000000,641.9481050000,679.2676283333,0.0000000000,0.0000000000,10050.0000000000,10050.0000000000,0.0000000000,57.9949950000
2025-06-25,14,02:30:00,2:20-2:30,2:30-2:40,0.4367000000,3645.6600000000,0.0000000000,607.6100000000,3782.8830000000,0.0000000000,630.4805000000,682.6278333333,0.0000000000,0.0000000000,10050.0000000000,10050.0000000000,0.0000000000,75.0178333333
2025-06-25,15,02:40:00,2:30-2:40,2:40-2:50,0.4348000000,3804.0934000000,0.0000000000,634.0155666667,3764.6728200000,0.0000000000,627.4454700000,661.1002650000,0.0000000000,0.0000000000,10050.0000000000,10050.0000000000,0.0000000000,27.0846983333
2025-06-25,16,02:50:00,2:40-2:50,2:50-3:00,0.4335000000,3924.2828000000,0.0000000000,654.0471333333,3728.4969200000,0.0000000000,621.4161533333,651.7591816667,0.0000000000,0.0000000000,10050.0000000000,10050.0000000000,2.2879516667,0.0000000000
2025-06-25,17,03:00:00,2:50-3:00,3:00-3:10,0.4357000000,3871.7100000000,0.0000000000,645.2850000000,3672.8690000000,0.0000000000,612.1448333333,659.9496666667,0.0000000000,0.0000000000,10050.0000000000,10050.0000000000,0.0000000000,14.6646666667
2025-06-25,18,03:10:00,3:00-3:10,3:10-3:20,0.4374000000,3791.3838000000,0.0018000000,631.8970000000,3650.8357700000,0.0014285714,608.4723902381,635.3434271429,0.0000000000,0.0000000000,10050.0000000000,10050.0000000000,0.0000000000,3.4464271429
2025-06-25,19,03:20:00,3:10-3:20,3:20-3:30,0.4371000000,3746.5972000000,0.0000000000,624.4328666667,3632.6885300000,0.0000000000,605.4480883333,627.7699433333,0.0000000000,0.0000000000,10050.0000000000,10050.0000000000,0.0000000000,3.3370766667
2025-06-25,20,03:30:00,3:20-3:30,3:30-3:40,0.4356000000,3705.2400000000,0.0000000000,617.5400000000,3642.1770000000,0.0000000000,607.0295000000,641.6961666667,0.0000000000,0.0000000000,10050.0000000000,10050.0000000000,0.0000000000,24.1561666667
2025-06-25,21,03:40:00,3:30-3:40,3:40-3:50,0.4353000000,3612.1999000000,0.0247000000,602.0292000000,3724.1512000000,0.0197857143,620.6885690476,646.2607614286,0.0000000000,0.0000000000,10050.0000000000,10050.0000000000,0.0000000000,44.2315614286
2025-06-25,22,03:50:00,3:40-3:50,3:50-4:00,0.4360000000,3598.8297000000,0.0000000000,599.8049500000,3717.5358400000,0.0000000000,619.5893066667,641.3794250000,0.0000000000,0.0000000000,10050.0000000000,10050.0000000000,0.0000000000,41.5744750000
2025-06-25,23,04:00:00,3:50-4:00,4:00-4:10,0.4378000000,3655.6600000000,0.0000000000,609.2766666667,3627.4660000000,0.0000000000,604.5776666667,624.9361666667,0.0000000000,0.0000000000,10050.0000000000,10050.0000000000,0.0000000000,15.6595000000
2025-06-25,24,04:10:00,4:00-4:10,4:10-4:20,0.4401000000,3655.6846000000,0.3437000000,609.2234833333,3622.1693000000,0.2757857143,603.6489190476,619.7391688095,0.0000000000,0.0000000000,10050.0000000000,10050.0000000000,0.0000000000,10.5156854762
2025-06-25,25,04:20:00,4:10-4:20,4:20-4:30,0.4389000000,3739.9216000000,0.0000000000,623.3202666667,3652.0315200000,0.0000000000,608.6719200000,633.8298983333,0.0000000000,0.0000000000,10050.0000000000,10050.0000000000,0.0000000000,10.5096316667
2025-06-25,26,04:30:00,4:20-4:30,4:30-4:40,0.4364000000,3783.2600000000,0.0000000000,630.5433333333,3698.1860000000,0.0000000000,616.3643333333,629.4016666667,0.0000000000,0.0000000000,10050.0000000000,10050.0000000000,1.1416666667,0.0000000000
2025-06-25,27,04:40:00,4:30-4:40,4:40-4:50,0.4393000000,3522.6489000000,4.7875000000,586.3102333333,3797.1959300000,3.8410714286,632.2258097619,647.4786873810,0.0000000000,0.0000000000,10050.0000000000,10050.0000000000,0.0000000000,61.1684540476
2025-06-25,28,04:50:00,4:40-4:50,4:50-5:00,0.4422000000,3456.4352000000,0.0000000000,576.0725333333,3859.5513000000,0.0000000000,643.2585500000,659.7514433333,0.0000000000,0.0000000000,10050.0000000000,10050.0000000000,0.0000000000,83.6789100000
2025-06-25,29,05:00:00,4:50-5:00,5:00-5:10,0.4395000000,3647.7500000000,7.2750000000,606.7458333333,3823.4070000000,8.3250000000,635.8470000000,665.7548452381,0.0000000000,0.0000000000,10050.0000000000,10050.0000000000,0.0000000000,59.0090119048
2025-06-25,30,05:10:00,5:00-5:10,5:10-5:20,0.4333000000,3669.5709000000,157.1838000000,585.3978500000,3730.3910700000,140.4933571429,598.3162854762,604.9949161905,0.0000000000,0.0000000000,10050.0000000000,10050.0000000000,0.0000000000,19.5970661905
2025-06-25,31,05:20:00,5:10-5:20,5:20-5:30,0.4439000000,3640.9968000000,333.6263000000,551.2284166667,3777.7802300000,319.9216857143,576.3097573810,586.4535628571,0.0000000000,0.0000000000,10050.0000000000,10050.0000000000,0.0000000000,35.2251461905
2025-06-25,32,05:30:00,5:20-5:30,5:30-5:40,0.4301000000,3591.1700000000,519.9375000000,511.8720833333,3799.3630000000,500.4910714286,549.8119880952,563.9033571429,0.0000000000,0.0000000000,10050.0000000000,10050.0000000000,0.0000000000,52.0312738095
2025-06-25,33,05:40:00,5:30-5:40,5:40-5:50,0.3713000000,3496.6215000000,787.7757000000,451.4743000000,3541.5197600000,693.0677285714,474.7420052381,1332.1766030952,833.3333333333,0.0000000000,10050.0000000000,10800.0000000000,0.0000000000,47.3689697619
2025-06-25,34,05:50:00,5:40-5:50,5:50-6:00,0.5708000000,4007.0357000000,1015.0421000000,498.6656000000,3944.2312600000,898.0298285714,507.7002385714,528.9999019048,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,0.0000000000,30.3343019048
2025-06-25,35,06:00:00,5:50-6:00,6:00-6:10,0.9099000000,4805.3300000000,1180.7625000000,604.0945833333,4800.5350000000,1106.4267857143,615.6847023810,0.0000000000,0.0000000000,644.7599285714,10800.0000000000,10083.6000793651,0.0000000000,40.6653452381
2025-06-25,36,06:10:00,6:00-6:10,6:10-6:20,0.9368000000,4854.3502000000,1374.3357000000,580.0024166667,4906.1728900000,1309.0234000000,599.5249150000,0.0000000000,0.0000000000,624.6021466667,10083.6000793651,9389.5976941799,0.0000000000,44.5997300000
2025-06-25,37,06:20:00,6:10-6:20,6:20-6:30,0.8758000000,4756.7598000000,1524.4715000000,538.7147166667,4835.2858300000,1518.8849714286,552.7334764286,0.0000000000,0.0000000000,586.9398819048,9389.5976941799,8737.4422698413,0.0000000000,48.2251652381
2025-06-25,38,06:30:00,6:20-6:30,6:30-6:40,0.8759000000,4846.5700000000,1567.1625000000,546.5679166667,4907.0330000000,1737.2089285714,528.3040119048,0.0000000000,0.0000000000,571.3323214286,8737.4422698413,8102.6285793651,0.0000000000,24.7644047619
2025-06-25,39,06:40:00,6:30-6:40,6:40-6:50,0.8601000000,4849.4257000000,1563.7765000000,547.6082000000,4843.1611000000,1962.6314571429,480.0882738095,0.0000000000,0.0000000000,523.4986595238,8102.6285793651,7520.9634021164,24.1095404762,0.0000000000
2025-06-25,40,06:50:00,6:40-6:50,6:50-7:00,0.8442000000,4815.7937000000,1858.9716000000,492.8036833333,4824.9210700000,2249.2852571429,429.2726354762,463.1738890476,0.0000000000,0.0000000000,7520.9634021164,7520.9634021164,29.6297942857,0.0000000000
2025-06-25,41,07:00:00,6:50-7:00,7:0-7:10,0.8334000000,4745.2000000000,2372.8500000000,395.3916666667,4862.8590000000,2567.5982142857,382.5434642857,416.8335476190,0.0000000000,0.0000000000,7520.9634021164,7520.9634021164,0.0000000000,21.4418809524
2025-06-25,42,07:10:00,7:00-7:10,7:10-7:20,0.8092000000,4578.8430000000,2664.9646000000,318.9797333333,4780.8762100000,2824.6074285714,326.0447969048,345.7207088095,0.0000000000,0.0000000000,7520.9634021164,7520.9634021164,0.0000000000,26.7409754762
2025-06-25,43,07:20:00,7:10-7:20,7:20-7:30,0.7972000000,4565.6295000000,2827.8106000000,289.6364833333,4810.9909100000,3061.9156142857,291.5125492857,323.0335973810,0.0000000000,0.0000000000,7520.9634021164,7520.9634021164,0.0000000000,33.3971140476
2025-06-25,44,07:30:00,7:20-7:30,7:30-7:40,0.7644000000,4624.6900000000,2996.6250000000,271.3441666667,4856.4240000000,3288.5678571429,261.3093571429,309.1999404762,0.0000000000,0.0000000000,7520.9634021164,7520.9634021164,0.0000000000,37.8557738095
2025-06-25,45,07:40:00,7:30-7:40,7:40-7:50,0.6899000000,4567.6896000000,3227.2572000000,223.4054000000,4710.7510500000,3475.7868857143,205.8273607143,384.1001672722,123.7558753674,0.0000000000,7520.9634021164,7632.3436899471,0.0000000000,36.9388919048
2025-06-25,46,07:50:00,7:40-7:50,7:50-8:00,0.8600000000,5338.2871000000,3629.1542000000,284.8554833333,5390.5141800000,3707.8241142857,280.4483442857,0.0000000000,0.0000000000,339.2440045238,7632.3436899471,7255.4059071429,0.0000000000,54.3885211905
2025-06-25,47,08:00:00,7:50-8:00,8:00-8:10,1.1617000000,6550.1000000000,4040.1000000000,418.3333333333,6524.3260000000,3989.2928571429,422.5055238095,0.0000000000,0.0000000000,495.9138333333,7255.4059071429,6704.3905367725,0.0000000000,77.5805000000
2025-06-25,48,08:10:00,8:00-8:10,8:10-8:20,1.1683000000,6738.3142000000,4163.0253000000,429.2148166667,6622.0538200000,4231.1210285714,398.4887985714,0.0000000000,0.0000000000,499.8957890476,6704.3905367725,6148.9507711640,0.0000000000,70.6809723810
2025-06-25,49,08:20:00,8:10-8:20,8:20-8:30,1.0956000000,6565.6663000000,4290.8624000000,379.1339833333,6472.6977800000,4406.2620000000,344.4059633333,0.0000000000,0.0000000000,406.8164657143,6148.9507711640,5696.9324759259,0.0000000000,27.6824823810
2025-06-25,50,08:30:00,8:20-8:30,8:30-8:40,1.0849000000,6588.8200000000,4524.7500000000,344.0116666667,6551.6620000000,4555.0660714286,332.7659880952,0.0000000000,0.0000000000,384.6315952381,5696.9324759259,5269.5640367725,0.0000000000,40.6199285714
2025-06-25,51,08:40:00,8:30-8:40,8:40-8:50,1.0610000000,6693.4416000000,4692.4113000000,333.5050500000,6535.8063800000,4741.0148142857,299.1319276190,0.0000000000,0.0000000000,388.8009278571,5269.5640367725,4837.5630058201,0.0000000000,55.2958778571
2025-06-25,52,08:50:00,8:40-8:50,8:50-9:00,1.0430000000,6710.9937000000,4893.1450000000,302.9747833333,6510.4273700000,4920.6556857143,264.9619473810,0.0000000000,0.0000000000,374.5893752381,4837.5630058201,4421.3525888889,0.0000000000,71.6145919048
2025-06-25,53,09:00:00,8:50-9:00,9:00-9:10,1.0360000000,6622.2700000000,5195.1750000000,237.8491666667,6546.3930000000,5098.9607142857,241.2387142857,0.0000000000,0.0000000000,334.9291190476,4421.3525888889,4049.2091232804,0.0000000000,97.0799523810
2025-06-25,54,09:10:00,9:00-9:10,9:10-9:20,1.0147000000,6553.0965000000,5522.0026000000,171.8489833333,6586.7549100000,5323.9379714286,210.4694897619,0.0000000000,0.0000000000,350.9917604762,4049.2091232804,3659.2182783069,0.0000000000,179.1427771429
2025-06-25,55,09:20:00,9:10-9:20,9:20-9:30,0.9922000000,6579.6421000000,5643.2945000000,156.0579333333,6571.8931800000,5517.5359142857,175.7262109524,0.0000000000,0.0000000000,337.0096926190,3659.2182783069,3284.7630642857,0.0000000000,180.9517592857
2025-06-25,56,09:30:00,9:20-9:30,9:30-9:40,0.9700000000,6602.7700000000,5612.8125000000,164.9929166667,6506.4470000000,5675.2982142857,138.5247976190,0.0000000000,0.0000000000,257.2498095238,3284.7630642857,2998.9299425926,0.0000000000,92.2568928571
2025-06-25,57,09:40:00,9:30-9:40,9:40-9:50,0.9422000000,6457.0817000000,5687.1566000000,128.3208500000,6459.6787000000,5864.7288285714,99.1583119048,0.0000000000,0.0000000000,240.0526357143,2998.9299425926,2732.2047917989,0.0000000000,111.7317857143
2025-06-25,58,09:50:00,9:40-9:50,9:50-10:00,0.9569000000,6348.5476000000,5662.2527000000,114.3824833333,6499.4375200000,6022.7790714286,79.4430747619,0.0000000000,0.0000000000,215.1147650000,2732.2047917989,2493.1883862434,0.0000000000,100.7322816667
2025-06-25,59,10:00:00,9:50-10:00,10:00-10:10,0.9977000000,6388.7700000000,5526.3750000000,143.7325000000,6561.5860000000,6174.8839285714,64.4503452381,0.0000000000,0.0000000000,161.4763095238,2493.1883862434,2313.7702645503,0.0000000000,17.7438095238
2025-06-25,60,10:10:00,10:00-10:10,10:10-10:20,0.9919000000,6470.4988000000,5540.3530000000,155.0243000000,6514.8592100000,6409.5555142857,17.5506159524,0.0000000000,0.0000000000,162.2500345238,2313.7702645503,2133.4924484127,0.0000000000,7.2257345238
2025-06-25,61,10:20:00,10:10-10:20,10:20-10:30,0.9588000000,6383.7218000000,5796.0791000000,97.9404500000,6476.9548100000,6586.4109714286,-18.2426935714,0.0000000000,0.0000000000,97.1931338095,2133.4924484127,2025.5000775132,0.7473161905,0.0000000000
2025-06-25,62,10:30:00,10:20-10:30,10:30-10:40,0.9549000000,6275.3000000000,5999.3625000000,45.9895833333,6486.6500000000,6687.1339285714,-33.4139880952,0.0000000000,0.0000000000,106.8403809524,2025.5000775132,1906.7885431217,0.0000000000,60.8507976190
2025-06-25,63,10:40:00,10:30-10:40,10:40-10:50,0.9839000000,6453.7609000000,5742.4665000000,118.5490666667,6451.7573500000,6835.8358714286,-64.0130869048,0.0000000000,0.0000000000,96.1096888095,1906.7885431217,1800.0000000000,22.4393778571,0.0000000000
2025-06-25,64,10:50:00,10:40-10:50,10:50-11:00,0.7990000000,6388.7074000000,5504.7504000000,147.3261666667,6334.0326100000,7001.8372142857,-111.3007673810,14.6077335714,0.0000000000,0.0000000000,1800.0000000000,1800.0000000000,132.7184330952,0.0000000000
2025-06-25,65,11:00:00,10:50-11:00,11:00-11:10,0.5025000000,6162.9000000000,5526.0375000000,106.1437500000,6278.6770000000,7069.0553571429,-131.7297261905,782.9423571429,833.3333333333,0.0000000000,1800.0000000000,2550.0000000000,156.5347261905,0.0000000000
2025-06-25,66,11:10:00,11:00-11:10,11:10-11:20,0.4662000000,6393.6040000000,5602.5018000000,131.8503666667,6453.2824800000,6962.3603571429,-84.8463128571,880.3111373810,833.3333333333,0.0000000000,2550.0000000000,3300.0000000000,84.8725626190,0.0000000000
2025-06-25,67,11:20:00,11:10-11:20,11:20-11:30,0.5007000000,6553.6875000000,5626.5685000000,154.5198333333,6466.8032300000,6935.4140428571,-78.1018021429,867.6275364286,833.3333333333,0.0000000000,3300.0000000000,4050.0000000000,120.2256302381,0.0000000000
2025-06-25,68,11:30:00,11:20-11:30,11:30-11:40,0.4827000000,6409.2300000000,5761.9875000000,107.8737500000,6363.8100000000,7008.3428571429,-107.4221428571,824.2517738095,833.3333333333,0.0000000000,4050.0000000000,4800.0000000000,116.9553095238,0.0000000000
2025-06-25,69,11:40:00,11:30-11:40,11:40-11:50,0.4785000000,6247.1826000000,6221.1338000000,4.3414666667,6529.7276300000,6958.9596142857,-71.5386640476,886.8634730952,833.3333333333,0.0000000000,4800.0000000000,5550.0000000000,0.0000000000,49.1886730952
2025-06-25,70,11:50:00,11:40-11:50,11:50-12:00,0.4662000000,6087.3910000000,6471.2122000000,-63.9702000000,6437.4447300000,6857.6096000000,-70.0274783333,883.0412002381,833.3333333333,0.0000000000,5550.0000000000,6300.0000000000,0.0000000000,113.6780669048
2025-06-25,71,12:00:00,11:50-12:00,12:00-12:10,0.4432000000,5944.8200000000,6448.8000000000,-83.9966666667,6065.9770000000,6780.4553571429,-119.0797261905,854.7413690476,833.3333333333,0.0000000000,6300.0000000000,7050.0000000000,0.0000000000,105.4047023810
2025-06-25,72,12:10:00,12:00-12:10,12:10-12:20,0.4411000000,5871.6384000000,6591.9700000000,-120.0552666667,5975.0799700000,6750.6625714286,-129.2637669048,866.2982485714,833.3333333333,0.0000000000,7050.0000000000,7800.0000000000,0.0000000000,153.0201819048
2025-06-25,73,12:20:00,12:10-12:20,12:20-12:30,0.4551000000,5800.2717000000,6720.9071000000,-153.4392333333,6085.6356400000,6854.6904714286,-128.1758052381,826.3037309524,833.3333333333,0.0000000000,7800.0000000000,8550.0000000000,0.0000000000,146.4096309524
2025-06-25,74,12:30:00,12:20-12:30,12:30-12:40,0.4463000000,5743.5400000000,6708.6750000000,-160.8558333333,6163.8600000000,7016.2392857143,-142.0632142857,793.9983333333,833.3333333333,0.0000000000,8550.0000000000,9300.0000000000,0.0000000000,121.5208333333
2025-06-25,75,12:40:00,12:30-12:40,12:40-12:50,0.4113000000,5856.6919000000,6647.4222000000,-131.7883833333,6103.8041700000,7041.8593142857,-156.3425240476,845.8203733333,833.3333333333,0.0000000000,9300.0000000000,10050.0000000000,0.0000000000,144.2754233333
2025-06-25,76,12:50:00,12:40-12:50,12:50-13:00,0.5682000000,6388.4308000000,6641.9604000000,-42.2549333333,6234.3397600000,6984.4408000000,-125.0168400000,864.3688373810,833.3333333333,0.0000000000,10050.0000000000,10800.0000000000,0.0000000000,73.2904373810
2025-06-25,77,13:00:00,12:50-13:00,13:00-13:10,0.8279000000,6883.1400000000,6676.5375000000,34.4337500000,6452.4570000000,6903.5196428571,-75.1771071429,41.3843809524,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,0.0000000000,6.9506309524
2025-06-25,78,13:10:00,13:00-13:10,13:10-13:20,0.8636000000,6593.1499000000,6639.2083000000,-7.6764000000,6333.8304000000,6789.2484571429,-75.9030095238,2.8705547619,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,0.0000000000,10.5469547619
2025-06-25,79,13:20:00,13:10-13:20,13:20-13:30,0.8416000000,6455.8025000000,6524.0594000000,-11.3761500000,6307.0777700000,6585.6043857143,-46.4211026190,81.9961392857,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,0.0000000000,93.3722892857
2025-06-25,80,13:30:00,13:20-13:30,13:30-13:40,0.8618000000,6640.2900000000,6473.9625000000,27.7212500000,6484.0140000000,6310.1946428571,28.9698928571,148.7588809524,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,0.0000000000,121.0376309524
2025-06-25,81,13:40:00,13:30-13:40,13:40-13:50,0.8623000000,6458.2752000000,6610.2865000000,-25.3352166667,6539.2499200000,6057.3565571429,80.3155604762,203.0826076190,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,0.0000000000,228.4178242857
2025-06-25,82,13:50:00,13:40-13:50,13:50-14:00,0.9026000000,6534.1960000000,6507.0791000000,4.5194833333,6537.6680000000,5887.6828857143,108.3308523810,0.0000000000,0.0000000000,257.9567157143,10800.0000000000,10513.3814269841,0.0000000000,253.4372323810
2025-06-25,83,14:00:00,13:50-14:00,14:00-14:10,0.9754000000,6772.6300000000,6111.2625000000,110.2279166667,6537.8650000000,5796.2357142857,123.6048809524,0.0000000000,0.0000000000,258.9823809524,10513.3814269841,10225.6232259259,0.0000000000,148.7544642857
2025-06-25,84,14:10:00,14:00-14:10,14:10-14:20,1.0002000000,6404.8846000000,5765.8666000000,106.5030000000,6509.8846300000,5721.6047571429,131.3799788095,0.0000000000,0.0000000000,262.0613597619,10225.6232259259,9934.4439373016,0.0000000000,155.5583597619
2025-06-25,85,14:20:00,14:10-14:20,14:20-14:30,0.9978000000,6182.3577000000,5366.5860000000,135.9619500000,6505.4871800000,5604.8454714286,150.1069514286,0.0000000000,0.0000000000,295.3203092857,9934.4439373016,9606.3102603175,0.0000000000,159.3583592857
2025-06-25,86,14:30:00,14:20-14:30,14:30-14:40,1.0271000000,6527.5000000000,4973.0250000000,259.0791666667,6528.7810000000,5472.2571428571,176.0873095238,0.0000000000,0.0000000000,286.0622857143,9606.3102603175,9288.4632761905,0.0000000000,26.9831190476
2025-06-25,87,14:40:00,14:30-14:40,14:40-14:50,1.0906000000,7046.6588000000,4846.1002000000,366.7597666667,6536.6391500000,5401.0748285714,189.2607202381,0.0000000000,0.0000000000,295.6912419048,9288.4632761905,8959.9174518519,71.0685247619,0.0000000000
2025-06-25,88,14:50:00,14:40-14:50,14:50-15:00,0.9376000000,7005.3458000000,4927.7178000000,346.2713333333,6571.6050000000,5336.4240857143,205.8634857143,0.0000000000,0.0000000000,319.1384266667,8959.9174518519,8605.3192000000,27.1329066667,0.0000000000
2025-06-25,89,15:00:00,14:50-15:00,15:00-15:10,0.6694000000,6525.7200000000,5103.7500000000,236.9950000000,6640.6570000000,5193.7714285714,241.1475952381,1196.6140238095,833.3333333333,0.0000000000,8605.3192000000,9355.3192000000,0.0000000000,126.2856904762
2025-06-25,90,15:10:00,15:00-15:10,15:10-15:20,0.6600000000,6419.2058000000,5254.3572000000,194.1414333333,6697.6331300000,4941.8865857143,292.6244240476,1242.0447007143,833.3333333333,0.0000000000,9355.3192000000,10105.3192000000,0.0000000000,214.5699340476
2025-06-25,91,15:20:00,15:10-15:20,15:20-15:30,0.7217000000,6526.7775000000,5142.1136000000,230.7773166667,6717.9874900000,4736.3967428571,330.2651245238,1228.9480836508,771.8675555556,0.0000000000,10105.3192000000,10800.0000000000,0.0000000000,226.3032114286
2025-06-25,92,15:30:00,15:20-15:30,15:30-15:40,0.7308000000,6623.8800000000,4784.3250000000,306.5925000000,6756.0710000000,4570.5535714286,364.2529047619,470.1149285714,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,0.0000000000,163.5224285714
2025-06-25,93,15:40:00,15:30-15:40,15:40-15:50,0.7534000000,6684.4722000000,4450.8953000000,372.2628166667,6863.6745900000,4295.7664000000,427.9846983333,521.4621614286,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,0.0000000000,149.1993447619
2025-06-25,94,15:50:00,15:40-15:50,15:50-16:00,0.7823000000,6725.0435000000,4273.2497000000,408.6323000000,6808.3647200000,4024.9263714286,463.9063914286,529.3597328571,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,0.0000000000,120.7274328571
2025-06-25,95,16:00:00,15:50-16:00,16:00-16:10,0.8055000000,6721.9200000000,4090.8000000000,438.5200000000,6682.8010000000,3772.0714285714,485.1215952381,579.9220833333,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,0.0000000000,141.4020833333
2025-06-25,96,16:10:00,16:00-16:10,16:10-16:20,0.8271000000,6658.1352000000,3670.6320000000,497.9172000000,6809.7111200000,3445.7882428571,560.6538128571,643.4734090476,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,0.0000000000,145.5562090476
